CCC#C	8.0934
NCC#C	-4.1328
OCC#C	-4.018
FCC#C	3.3866
ClCC#C	6.0844
C=CC=C	11.1356
C=CC=O	1.0332
C=CC#N	1.148
O=CC=O	-0.2296
O=CC#N	-1.6072
N#CC#N	-3.731
C=NN=C	4.8216
C=CC#C	4.6494
O=CC#C	-1.0906
C#CC#N	2.009
C#CC#C	4.4772
CC=CC	13.3168
CC=CF	9.4136
CC=CCl	11.3078
FC=CF	6.314
FC=CCl	8.61
ClC=CF	8.61
ClC=CCl	10.619
CC=NN	-0.4018
CC=NO	-0.861
CC#CC	9.758
CC(C)(C)C	16.933
CC(C)(C)N	4.6494
CC(C)(C)O	4.018
CC(C)(C)F	10.045
CC(C)(C)Cl	13.8334
CC(C)(F)F	6.1418
CC(C)(F)Cl	9.8154
CC(C)(Cl)F	9.8154
CC(C)(Cl)Cl	14.1778
CC(F)(F)F	5.3956
CC(F)(F)Cl	9.6432
CC(F)(Cl)F	9.6432
CC(F)(Cl)Cl	11.9392
CC(Cl)(F)F	9.6432
CC(Cl)(F)Cl	11.9392
CC(Cl)(Cl)F	11.9392
CC(Cl)(Cl)Cl	14.063
FC(F)(F)F	10.045
FC(F)(F)Cl	10.332
FC(F)(Cl)F	10.332
FC(F)(Cl)Cl	11.8244
FC(Cl)(F)F	10.332
FC(Cl)(F)Cl	11.8244
FC(Cl)(Cl)F	11.8244
FC(Cl)(Cl)Cl	12.915
ClC(F)(F)F	10.332
ClC(F)(F)Cl	11.8244
ClC(F)(Cl)F	11.8244
ClC(F)(Cl)Cl	12.915
ClC(Cl)(F)F	11.8244
ClC(Cl)(F)Cl	12.915
ClC(Cl)(Cl)F	12.915
ClC(Cl)(Cl)Cl	15.1536
CCC(C)C	17.9088
CC(C)CN	3.0996
CC(C)CO	3.444
CC(C)CF	10.1598
CC(C)CCl	13.1446
CCC(C)N	4.5346
CC(N)CN	-7.8064
CC(N)CO	-5.5104
CC(N)CF	-2.1238
CC(N)CCl	0.9758
CCC(C)O	3.7884
CC(O)CN	-5.9122
CC(O)CO	-6.314
CC(O)CF	-1.148
CC(O)CCl	2.4682
CCC(C)F	13.2594
CCC(C)Cl	13.4316
CC(F)CN	-2.2386
CC(Cl)CN	1.148
CC(F)CO	-0.9758
CC(Cl)CO	2.6978
CC(F)CF	4.1328
CC(F)CCl	8.7248
CC(Cl)CF	7.8064
CC(Cl)CCl	12.2262
CCC(F)F	7.0028
CCC(F)Cl	10.7338
CCC(Cl)F	10.7338
CCC(Cl)Cl	13.3168
NCC(F)F	-3.2718
NCC(F)Cl	-1.9516
NCC(Cl)F	-1.9516
NCC(Cl)Cl	0.1722
OCC(F)F	-2.1238
OCC(F)Cl	0.4592
OCC(Cl)F	0.4592
OCC(Cl)Cl	3.3866
FCC(F)F	2.6978
FCC(F)Cl	4.7068
FCC(Cl)F	4.7068
FCC(Cl)Cl	8.4378
ClCC(F)F	5.6252
ClCC(F)Cl	9.0118
ClCC(Cl)F	9.0118
ClCC(Cl)Cl	11.5948
CNC(C)C	2.0664
COC(C)C	4.4772
CCN(C)C	4.0754
CC(C)C=C	13.202
CC(C)C=O	3.444
CC(C)C#N	2.87
CC(N)C=C	0.5166
CC(O)C=C	2.7552
CC(O)C=O	-5.9696
CC(O)C#N	-3.731
CC(F)C=C	9.5284
CC(Cl)C=C	13.1446
CC(F)C=O	-1.2628
CC(Cl)C=O	3.2144
CC(F)C#N	2.1812
CC(Cl)C#N	4.0754
FC(F)C=C	6.4862
FC(Cl)C=C	8.7248
ClC(F)C=C	8.7248
ClC(Cl)C=C	12.4558
FC(F)C=O	0.1148
FC(Cl)C=O	0.4018
ClC(F)C=O	0.4018
ClC(Cl)C=O	3.8458
FC(F)C#N	4.4772
FC(Cl)C#N	3.8458
ClC(F)C#N	3.8458
ClC(Cl)C#N	5.7974
CN(C)C=N	-4.3624
CN(C)C=O	-4.4198
CN(N)C=N	-7.462
CN(N)C=O	-9.184
CN(O)C=N	-6.3714
CN(O)C=O	-8.323
CN(C)N=C	-2.6978
CC(C)C#C	9.5858
CC(N)C#C	-0.8036
CC(O)C#C	-1.0906
CC(F)C#C	6.4862
CC(Cl)C#C	8.5526
FC(F)C#C	3.8458
FC(Cl)C#C	7.0028
ClC(F)C#C	7.0028
ClC(Cl)C#C	9.184
CCC(C)=C	16.1868
CC(=C)CN	-0.2296
CC(=C)CO	1.9516
CC(=C)CF	9.0118
CC(=C)CCl	12.4558
CCC(C)=O	2.3534
CC(=O)CO	-5.8548
CC(=O)CF	3.731
CC(=O)CCl	1.722
CCC(N)=N	-2.3534
NCC(N)=N	-13.0872
NC(=N)CO	-10.906
NC(=N)CF	-4.9364
NC(=N)CCl	-2.87
CCC(N)=O	-3.731
NCC(N)=O	-14.2926
NC(=O)CO	-9.9302
NC(=O)CF	-3.6736
NC(=O)CCl	-3.8458
CCC(O)=O	1.7794
NCC(O)=O	-19.1716
OCC(O)=O	-5.8548
OC(=O)CF	-1.7794
OC(=O)CCl	1.0332
CCC(F)=C	11.7096
CCC(Cl)=C	14.8092
NCC(F)=C	-2.009
NCC(Cl)=C	0.1148
OCC(F)=C	-0.0574
OCC(Cl)=C	3.0996
FCC(F)=C	6.4862
FCC(Cl)=C	8.5526
ClCC(F)=C	9.0692
ClCC(Cl)=C	12.054
CNC(C)=N	-2.3534
CC(=N)NN	-5.5104
CC(=N)NO	-5.5678
CNC(C)=O	-6.0844
CC(=O)NN	-9.0692
CC(=O)NO	-8.3804
CNC(N)=N	-7.6342
NNC(N)=N	-10.1024
NC(=N)NO	-10.3894
CNC(N)=O	-8.897
NNC(N)=O	-10.7912
NC(=O)NO	-10.5042
COC(C)=C	8.0934
COC(C)=O	1.0332
COC(N)=N	-5.3956
COC(N)=O	-3.2718
CC(=C)C=C	12.7428
CC(=C)C=O	3.3866
CC(=C)C#N	5.2234
CC(=O)C=C	2.9274
CC(=O)C=O	-2.1812
CC(=O)C#N	-1.8368
NC(=N)C=C	-4.0754
NC(=N)C=O	-8.61
NC(=N)C#N	-6.1992
NC(=O)C=C	-3.731
NC(=O)C=O	-8.4378
NC(=O)C#N	-6.4862
OC(=O)C=C	2.6404
OC(=O)C=O	-3.3866
OC(=O)C#N	-1.722
FC(=C)C=C	11.0782
ClC(=C)C=C	12.8576
FC(=C)C=O	2.0664
ClC(=C)C=O	4.879
FC(=C)C#N	6.0844
ClC(=C)C#N	5.9696
CC(=C)C#C	7.1176
CC(=O)C#C	-0.4592
NC(=N)C#C	-4.7068
NC(=O)C#C	-4.9364
OC(=O)C#C	0.1722
FC(=C)C#C	6.2566
ClC(=C)C#C	7.9212
CC=C(C)C	15.498
CC(C)=CF	9.5858
CC(C)=CCl	12.8576
CC=C(C)F	12.054
CC=C(C)Cl	14.7518
CC(F)=CF	8.4378
CC(F)=CCl	9.8154
CC(Cl)=CF	10.1598
CC(Cl)=CCl	12.054
CC=C(F)F	11.0208
CC=C(F)Cl	12.628
CC=C(Cl)F	12.628
CC=C(Cl)Cl	15.0962
FC=C(F)F	8.7822
FC=C(F)Cl	9.758
FC=C(Cl)F	9.758
FC=C(Cl)Cl	12.054
ClC=C(F)F	9.758
ClC=C(F)Cl	11.9966
ClC=C(Cl)F	11.9966
ClC=C(Cl)Cl	14.063
CC(C)=NN	1.8368
CC(C)=NO	1.7794
CCC(C)(C)C	21.4676
CC(C)(C)CN	5.6252
CC(C)(C)CO	6.601
CC(C)(C)CF	12.915
CC(C)(C)CCl	15.2684
CCC(C)(C)N	6.4288
CC(C)(N)CN	-4.5346
CC(C)(N)CO	-2.583
CC(C)(N)CF	1.6646
CC(C)(N)CCl	3.5014
CCC(C)(C)O	6.8306
CC(C)(O)CN	-2.9274
CC(C)(O)CO	-3.7884
CC(C)(O)CF	2.1238
CC(C)(O)CCl	5.6252
CCC(C)(C)F	13.6612
CCC(C)(C)Cl	16.933
CC(C)(F)CN	1.2054
CC(C)(Cl)CN	3.6162
CC(C)(F)CO	1.435
CC(C)(Cl)CO	6.027
CC(C)(F)CF	8.61
CC(C)(F)CCl	10.2172
CC(C)(Cl)CF	11.8818
CC(C)(Cl)CCl	14.924
CCC(C)(F)F	10.3894
CCC(C)(F)Cl	12.5132
CCC(C)(Cl)F	12.5132
CCC(C)(Cl)Cl	15.7276
CC(F)(F)CN	-0.7462
CC(F)(Cl)CN	0.6314
CC(Cl)(F)CN	0.6314
CC(Cl)(Cl)CN	3.2144
CC(F)(F)CO	1.0332
CC(F)(Cl)CO	3.6736
CC(Cl)(F)CO	3.6736
CC(Cl)(Cl)CO	6.6584
CC(F)(F)CF	6.8306
CC(F)(F)CCl	8.897
CC(F)(Cl)CF	9.184
CC(F)(Cl)CCl	12.054
CC(Cl)(F)CF	9.184
CC(Cl)(F)CCl	12.054
CC(Cl)(Cl)CF	11.48
CC(Cl)(Cl)CCl	14.7518
CCC(F)(F)F	10.332
CCC(F)(F)Cl	11.8818
CCC(F)(Cl)F	11.8818
CCC(F)(Cl)Cl	13.776
CCC(Cl)(F)F	11.8818
CCC(Cl)(F)Cl	13.776
CCC(Cl)(Cl)F	13.776
CCC(Cl)(Cl)Cl	16.646
NCC(F)(F)F	0.861
NCC(F)(F)Cl	1.722
NCC(F)(Cl)F	1.722
NCC(F)(Cl)Cl	2.8126
NCC(Cl)(F)F	1.722
NCC(Cl)(F)Cl	2.8126
NCC(Cl)(Cl)F	2.8126
NCC(Cl)(Cl)Cl	5.166
OCC(F)(F)F	3.5014
OCC(F)(F)Cl	3.7884
OCC(F)(Cl)F	3.7884
OCC(F)(Cl)Cl	5.74
OCC(Cl)(F)F	3.7884
OCC(Cl)(F)Cl	5.74
OCC(Cl)(Cl)F	5.74
OCC(Cl)(Cl)Cl	7.0602
FCC(F)(F)F	7.9786
FCC(F)(F)Cl	9.3562
FCC(F)(Cl)F	9.3562
FCC(F)(Cl)Cl	10.906
FCC(Cl)(F)F	9.3562
FCC(Cl)(F)Cl	10.906
FCC(Cl)(Cl)F	10.906
FCC(Cl)(Cl)Cl	12.2262
ClCC(F)(F)F	10.4468
ClCC(F)(F)Cl	11.9392
ClCC(F)(Cl)F	11.9392
ClCC(F)(Cl)Cl	14.063
ClCC(Cl)(F)F	11.9392
ClCC(Cl)(F)Cl	14.063
ClCC(Cl)(Cl)F	14.063
ClCC(Cl)(Cl)Cl	15.6702
CNC(C)(C)C	5.9122
COC(C)(C)C	8.7822
CC(C)(C)C=C	18.4828
CC(C)(C)C=O	6.9454
CC(C)(C)C#N	6.6584
CC(C)(N)C=C	5.9696
CC(C)(O)C=C	6.888
CC(C)(O)C=O	-1.8368
CC(C)(O)C#N	-1.6646
CC(C)(F)C=C	12.5706
CC(C)(Cl)C=C	16.9904
CC(C)(F)C=O	3.3292
CC(C)(Cl)C=O	7.0602
CC(C)(F)C#N	5.0512
CC(C)(Cl)C#N	6.7158
CC(F)(F)C=C	8.2082
CC(F)(Cl)C=C	12.8002
CC(Cl)(F)C=C	12.8002
CC(Cl)(Cl)C=C	15.3258
CC(F)(F)C=O	2.8126
CC(F)(Cl)C=O	4.5346
CC(Cl)(F)C=O	4.5346
CC(Cl)(Cl)C=O	5.3382
CC(F)(F)C#N	5.5104
CC(F)(Cl)C#N	7.8638
CC(Cl)(F)C#N	7.8638
CC(Cl)(Cl)C#N	9.758
FC(F)(F)C=C	9.6432
FC(F)(Cl)C=C	10.9634
FC(Cl)(F)C=C	10.9634
FC(Cl)(Cl)C=C	14.2926
ClC(F)(F)C=C	10.9634
ClC(F)(Cl)C=C	14.2926
ClC(Cl)(F)C=C	14.2926
ClC(Cl)(Cl)C=C	15.8998
FC(F)(F)C=O	5.8548
FC(F)(Cl)C=O	6.7158
FC(Cl)(F)C=O	6.7158
FC(Cl)(Cl)C=O	5.8548
ClC(F)(F)C=O	6.7158
ClC(F)(Cl)C=O	5.8548
ClC(Cl)(F)C=O	5.8548
ClC(Cl)(Cl)C=O	7.9212
FC(F)(F)C#N	8.897
FC(F)(Cl)C#N	9.184
FC(Cl)(F)C#N	9.184
FC(Cl)(Cl)C#N	10.5042
ClC(F)(F)C#N	9.184
ClC(F)(Cl)C#N	10.5042
ClC(Cl)(F)C#N	10.5042
ClC(Cl)(Cl)C#N	10.332
CC(C)(C)C#C	14.063
CC(C)(N)C#C	3.2144
CC(C)(O)C#C	0.4592
CC(C)(F)C#C	8.897
CC(C)(Cl)C#C	12.9724
CC(F)(F)C#C	7.5768
CC(F)(Cl)C#C	9.0692
CC(Cl)(F)C#C	9.0692
CC(Cl)(Cl)C#C	13.489
FC(F)(F)C#C	7.2324
FC(F)(Cl)C#C	9.3562
FC(Cl)(F)C#C	9.3562
FC(Cl)(Cl)C#C	11.5948
ClC(F)(F)C#C	9.3562
ClC(F)(Cl)C#C	11.5948
ClC(Cl)(F)C#C	11.5948
ClC(Cl)(Cl)C#C	14.2926
CC(C)C(C)C	16.3016
CC(C)C(C)N	4.7642
CC(C)C(C)O	5.1086
CC(C)C(C)F	12.1114
CC(C)C(C)Cl	16.4738
CC(C)C(F)F	9.471
CC(C)C(F)Cl	11.7096
CC(C)C(Cl)F	11.7096
CC(C)C(Cl)Cl	15.5554
CC(N)C(C)N	-5.0512
CC(N)C(C)O	-3.444
CC(N)C(C)F	0.6314
CC(N)C(C)Cl	3.2144
CC(N)C(F)F	1.2628
CC(N)C(F)Cl	1.3202
CC(N)C(Cl)F	1.3202
CC(N)C(Cl)Cl	2.6978
CC(O)C(C)O	-3.3866
CC(O)C(C)F	2.1812
CC(O)C(C)Cl	5.166
CC(O)C(F)F	1.0332
CC(O)C(F)Cl	1.6072
CC(O)C(Cl)F	1.6072
CC(O)C(Cl)Cl	5.166
CC(F)C(C)F	8.1508
CC(F)C(C)Cl	11.2504
CC(Cl)C(C)F	11.2504
CC(Cl)C(C)Cl	15.211
CC(F)C(F)F	5.6252
CC(F)C(F)Cl	8.323
CC(F)C(Cl)F	8.323
CC(F)C(Cl)Cl	11.767
CC(Cl)C(F)F	8.61
CC(Cl)C(F)Cl	12.2262
CC(Cl)C(Cl)F	12.2262
CC(Cl)C(Cl)Cl	14.637
FC(F)C(F)F	7.175
FC(F)C(F)Cl	7.175
FC(F)C(Cl)F	7.175
FC(F)C(Cl)Cl	9.8154
FC(Cl)C(F)F	7.175
FC(Cl)C(F)Cl	9.6432
FC(Cl)C(Cl)F	9.6432
FC(Cl)C(Cl)Cl	11.767
ClC(F)C(F)F	7.175
ClC(F)C(F)Cl	9.6432
ClC(F)C(Cl)F	9.6432
ClC(F)C(Cl)Cl	11.767
ClC(Cl)C(F)F	9.8154
ClC(Cl)C(F)Cl	11.767
ClC(Cl)C(Cl)F	11.767
ClC(Cl)C(Cl)Cl	14.7518
CC(C)N(C)C	4.1902
CC(C)C(C)=C	18.3106
CC(C)C(C)=O	4.4772
CC(C)C(N)=N	-0.1148
CC(C)C(N)=O	-2.3534
CC(C)C(O)=O	4.4772
CC(C)C(F)=C	13.3742
CC(C)C(Cl)=C	16.5312
CC(N)C(C)=C	4.305
CC(N)C(N)=N	-9.0118
CC(N)C(N)=O	-10.7338
CC(N)C(O)=O	-17.507
CC(N)C(F)=C	2.0664
CC(N)C(Cl)=C	3.5588
CC(O)C(C)=C	5.5104
CC(O)C(C)=O	-3.7884
CC(O)C(N)=N	-8.7822
CC(O)C(N)=O	-7.6342
CC(O)C(O)=O	-4.5346
CC(O)C(F)=C	3.5588
CC(O)C(Cl)=C	6.0844
CC(F)C(C)=C	12.1114
CC(Cl)C(C)=C	15.7276
CC(F)C(C)=O	3.0996
CC(Cl)C(C)=O	4.7068
CC(F)C(N)=N	-1.8942
CC(Cl)C(N)=N	0.1722
CC(F)C(N)=O	-3.7884
CC(Cl)C(N)=O	-1.0906
CC(F)C(O)=O	-0.7462
CC(Cl)C(O)=O	4.592
CC(F)C(F)=C	9.471
CC(F)C(Cl)=C	12.1114
CC(Cl)C(F)=C	11.5374
CC(Cl)C(Cl)=C	15.5554
CC(=C)C(F)F	8.4378
CC(=C)C(F)Cl	10.3894
CC(=C)C(Cl)F	10.3894
CC(=C)C(Cl)Cl	14.5222
CC(=O)C(F)F	2.5256
CC(=O)C(F)Cl	4.4772
CC(=O)C(Cl)F	4.4772
CC(=O)C(Cl)Cl	5.6252
NC(=N)C(F)F	-1.0332
NC(=N)C(F)Cl	-0.0574
NC(=N)C(Cl)F	-0.0574
NC(=N)C(Cl)Cl	0.8036
NC(=O)C(F)F	-1.2628
NC(=O)C(F)Cl	-1.0332
NC(=O)C(Cl)F	-1.0332
NC(=O)C(Cl)Cl	-0.3444
OC(=O)C(F)F	1.5498
OC(=O)C(F)Cl	3.6736
OC(=O)C(Cl)F	3.6736
OC(=O)C(Cl)Cl	5.6826
FC(F)C(F)=C	10.332
FC(F)C(Cl)=C	9.8154
FC(Cl)C(F)=C	10.045
FC(Cl)C(Cl)=C	12.5132
ClC(F)C(F)=C	10.045
ClC(F)C(Cl)=C	12.5132
ClC(Cl)C(F)=C	12.1688
ClC(Cl)C(Cl)=C	15.498
CN(C)C(C)=N	-0.287
CN(C)C(C)=O	-3.3866
CN(C)C(N)=N	-6.5436
CN(C)C(N)=O	-6.2566
CN(N)C(C)=N	-4.4198
CN(N)C(C)=O	-6.9454
CN(N)C(N)=N	-8.0934
CN(N)C(N)=O	-9.2414
CN(O)C(C)=N	-3.7884
CN(O)C(C)=O	-6.027
CN(O)C(N)=N	-7.175
CN(O)C(N)=O	-7.5768
CC(=C)C(C)=C	15.785
CC(=C)C(C)=O	4.0754
CC(=C)C(N)=N	-1.148
CC(=C)C(N)=O	-2.4682
CC(=C)C(O)=O	3.6162
CC(=C)C(F)=C	13.202
CC(=C)C(Cl)=C	16.0146
CC(=O)C(C)=O	0.4018
CC(=O)C(N)=N	-6.1418
CC(=O)C(N)=O	-6.4862
CC(=O)C(O)=O	-2.1812
CC(=O)C(F)=C	2.2386
CC(=O)C(Cl)=C	6.5436
NC(=N)C(N)=N	-10.4468
NC(=N)C(N)=O	-10.7912
NC(=N)C(O)=O	-8.7822
NC(=N)C(F)=C	-1.9516
NC(=N)C(Cl)=C	-0.6888
NC(=O)C(N)=O	-12.054
NC(=O)C(O)=O	-8.2656
NC(=O)C(F)=C	-1.435
NC(=O)C(Cl)=C	0.7462
OC(=O)C(O)=O	-2.9274
OC(=O)C(F)=C	3.731
OC(=O)C(Cl)=C	6.314
FC(=C)C(F)=C	10.6764
FC(=C)C(Cl)=C	12.1114
ClC(=C)C(F)=C	12.1114
ClC(=C)C(Cl)=C	15.7276
CC(C)=C(C)C	15.5554
CC(C)=C(C)F	12.1688
CC(C)=C(C)Cl	15.6128
CC(C)=C(F)F	10.3894
CC(C)=C(F)Cl	12.341
CC(C)=C(Cl)F	12.341
CC(C)=C(Cl)Cl	14.2352
CC(F)=C(C)F	9.7006
CC(F)=C(C)Cl	11.8244
CC(Cl)=C(C)F	11.8244
CC(Cl)=C(C)Cl	14.1778
CC(F)=C(F)F	9.471
CC(F)=C(F)Cl	11.3652
CC(F)=C(Cl)F	11.3652
CC(F)=C(Cl)Cl	13.2594
CC(Cl)=C(F)F	11.9392
CC(Cl)=C(F)Cl	13.0872
CC(Cl)=C(Cl)F	13.0872
CC(Cl)=C(Cl)Cl	16.0146
FC(F)=C(F)F	7.749
FC(F)=C(F)Cl	10.5616
FC(F)=C(Cl)F	10.5616
FC(F)=C(Cl)Cl	13.1446
FC(Cl)=C(F)F	10.5616
FC(Cl)=C(F)Cl	12.915
FC(Cl)=C(Cl)F	12.915
FC(Cl)=C(Cl)Cl	15.3258
ClC(F)=C(F)F	10.5616
ClC(F)=C(F)Cl	12.915
ClC(F)=C(Cl)F	12.915
ClC(F)=C(Cl)Cl	15.3258
ClC(Cl)=C(F)F	13.1446
ClC(Cl)=C(F)Cl	15.3258
ClC(Cl)=C(Cl)F	15.3258
ClC(Cl)=C(Cl)Cl	17.9662
CC(C)C(C)(C)C	23.0174
CC(N)C(C)(C)C	7.9786
CC(O)C(C)(C)C	10.045
CC(F)C(C)(C)C	16.3016
CC(Cl)C(C)(C)C	19.7456
CC(C)(C)C(F)F	13.6038
CC(C)(C)C(F)Cl	16.0146
CC(C)(C)C(Cl)F	16.0146
CC(C)(C)C(Cl)Cl	17.9662
CC(C)C(C)(C)N	7.8638
CC(N)C(C)(C)N	-1.722
CC(O)C(C)(C)N	-0.6314
CC(F)C(C)(C)N	4.0754
CC(Cl)C(C)(C)N	7.4046
CC(C)(N)C(F)F	4.1328
CC(C)(N)C(F)Cl	3.3866
CC(C)(N)C(Cl)F	3.3866
CC(C)(N)C(Cl)Cl	7.175
CC(C)C(C)(C)O	9.1266
CC(N)C(C)(C)O	-0.6314
CC(O)C(C)(C)O	-0.6888
CC(F)C(C)(C)O	5.2808
CC(Cl)C(C)(C)O	8.8396
CC(C)(O)C(F)F	4.3624
CC(C)(O)C(F)Cl	7.2898
CC(C)(O)C(Cl)F	7.2898
CC(C)(O)C(Cl)Cl	9.0692
CC(C)C(C)(C)F	14.8092
CC(C)C(C)(C)Cl	19.5734
CC(N)C(C)(C)F	4.0754
CC(N)C(C)(C)Cl	7.749
CC(O)C(C)(C)F	5.5104
CC(O)C(C)(C)Cl	9.184
CC(F)C(C)(C)F	11.8818
CC(F)C(C)(C)Cl	14.5796
CC(Cl)C(C)(C)F	14.5796
CC(Cl)C(C)(C)Cl	18.081
CC(C)(F)C(F)F	10.2172
CC(C)(F)C(F)Cl	11.8818
CC(C)(F)C(Cl)F	11.8818
CC(C)(F)C(Cl)Cl	14.5796
CC(C)(Cl)C(F)F	12.8576
CC(C)(Cl)C(F)Cl	14.35
CC(C)(Cl)C(Cl)F	14.35
CC(C)(Cl)C(Cl)Cl	18.4254
CC(C)C(C)(F)F	12.4558
CC(C)C(C)(F)Cl	14.4648
CC(C)C(C)(Cl)F	14.4648
CC(C)C(C)(Cl)Cl	17.8514
CC(N)C(C)(F)F	4.018
CC(N)C(C)(F)Cl	4.8216
CC(N)C(C)(Cl)F	4.8216
CC(N)C(C)(Cl)Cl	7.3472
CC(O)C(C)(F)F	3.3292
CC(O)C(C)(F)Cl	7.1176
CC(O)C(C)(Cl)F	7.1176
CC(O)C(C)(Cl)Cl	9.2988
CC(F)C(C)(F)F	9.8154
CC(F)C(C)(F)Cl	11.9392
CC(F)C(C)(Cl)F	11.9392
CC(F)C(C)(Cl)Cl	15.1536
CC(Cl)C(C)(F)F	12.341
CC(Cl)C(C)(F)Cl	15.0388
CC(Cl)C(C)(Cl)F	15.0388
CC(Cl)C(C)(Cl)Cl	18.7124
CC(F)(F)C(F)F	9.9302
CC(F)(F)C(F)Cl	11.0782
CC(F)(F)C(Cl)F	11.0782
CC(F)(F)C(Cl)Cl	13.0872
CC(F)(Cl)C(F)F	11.5374
CC(F)(Cl)C(F)Cl	13.202
CC(F)(Cl)C(Cl)F	13.202
CC(F)(Cl)C(Cl)Cl	15.0388
CC(Cl)(F)C(F)F	11.5374
CC(Cl)(F)C(F)Cl	13.202
CC(Cl)(F)C(Cl)F	13.202
CC(Cl)(F)C(Cl)Cl	15.0388
CC(Cl)(Cl)C(F)F	13.776
CC(Cl)(Cl)C(F)Cl	15.6702
CC(Cl)(Cl)C(Cl)F	15.6702
CC(Cl)(Cl)C(Cl)Cl	17.8514
CC(C)C(F)(F)F	12.2836
CC(C)C(F)(F)Cl	13.7186
CC(C)C(F)(Cl)F	13.7186
CC(C)C(F)(Cl)Cl	16.1294
CC(C)C(Cl)(F)F	13.7186
CC(C)C(Cl)(F)Cl	16.1294
CC(C)C(Cl)(Cl)F	16.1294
CC(C)C(Cl)(Cl)Cl	19.4586
CC(N)C(F)(F)F	5.9122
CC(N)C(F)(F)Cl	6.4288
CC(N)C(F)(Cl)F	6.4288
CC(N)C(F)(Cl)Cl	7.1176
CC(N)C(Cl)(F)F	6.4288
CC(N)C(Cl)(F)Cl	7.1176
CC(N)C(Cl)(Cl)F	7.1176
CC(N)C(Cl)(Cl)Cl	8.0934
CC(O)C(F)(F)F	6.2566
CC(O)C(F)(F)Cl	5.6826
CC(O)C(F)(Cl)F	5.6826
CC(O)C(F)(Cl)Cl	8.4378
CC(O)C(Cl)(F)F	5.6826
CC(O)C(Cl)(F)Cl	8.4378
CC(O)C(Cl)(Cl)F	8.4378
CC(O)C(Cl)(Cl)Cl	10.2746
CC(F)C(F)(F)F	11.0208
CC(F)C(F)(F)Cl	11.8244
CC(F)C(F)(Cl)F	11.8244
CC(F)C(F)(Cl)Cl	13.6038
CC(F)C(Cl)(F)F	11.8244
CC(F)C(Cl)(F)Cl	13.6038
CC(F)C(Cl)(Cl)F	13.6038
CC(F)C(Cl)(Cl)Cl	15.4406
CC(Cl)C(F)(F)F	12.8002
CC(Cl)C(F)(F)Cl	14.1204
CC(Cl)C(F)(Cl)F	14.1204
CC(Cl)C(F)(Cl)Cl	16.1294
CC(Cl)C(Cl)(F)F	14.1204
CC(Cl)C(Cl)(F)Cl	16.1294
CC(Cl)C(Cl)(Cl)F	16.1294
CC(Cl)C(Cl)(Cl)Cl	18.3106
FC(F)C(F)(F)F	12.915
FC(F)C(F)(F)Cl	13.0298
FC(F)C(F)(Cl)F	13.0298
FC(F)C(F)(Cl)Cl	13.776
FC(F)C(Cl)(F)F	13.0298
FC(F)C(Cl)(F)Cl	13.776
FC(F)C(Cl)(Cl)F	13.776
FC(F)C(Cl)(Cl)Cl	15.211
